Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Block of Taranium
appliedenergistics2:facade:0, Cable Facade - Block of Trinium Titanium
appliedenergistics2:facade:0, Cable Facade - Block of Proto Adamantium
appliedenergistics2:facade:0, Cable Facade - Block of Vibranium
appliedenergistics2:facade:0, Cable Facade - Block of Adamantium
appliedenergistics2:facade:0, Cable Facade - Block of Trinium
appliedenergistics2:facade:0, Cable Facade - Block of Silicone Rubber
appliedenergistics2:facade:0, Cable Facade - Block of Polydimethylsiloxane
appliedenergistics2:facade:0, Cable Facade - Block of Polystyrene
appliedenergistics2:facade:0, Cable Facade - Block of Raw Styrene-Butadiene Rubber
appliedenergistics2:facade:0, Cable Facade - Block of Styrene-Butadiene Rubber
appliedenergistics2:facade:0, Cable Facade - Block of Sodium Ruthenate
appliedenergistics2:facade:0, Cable Facade - Block of Ruthenium
appliedenergistics2:facade:0, Cable Facade - Block of Calcium Chloride
appliedenergistics2:facade:0, Cable Facade - Block of Leach Residue
appliedenergistics2:facade:0, Cable Facade - Block of Sodium Sulfate
appliedenergistics2:facade:0, Cable Facade - Block of Palladium Salt
appliedenergistics2:facade:0, Cable Facade - Block of Reprecipitated Palladium
appliedenergistics2:facade:0, Cable Facade - Block of Palladium Metallic Powder
appliedenergistics2:facade:0, Cable Facade - Block of Polycaprolactam
appliedenergistics2:facade:0, Cable Facade - Block of Polytetrafluoroethylene
appliedenergistics2:facade:0, Cable Facade - Block of Powellite
appliedenergistics2:facade:0, Cable Facade - Block of Pyrite
appliedenergistics2:facade:0, Cable Facade - Block of Pyrolusite
appliedenergistics2:facade:0, Cable Facade - Block of Pyrope
appliedenergistics2:facade:0, Cable Facade - Block of Rock Salt
appliedenergistics2:facade:0, Cable Facade - Block of Rubber
appliedenergistics2:facade:0, Cable Facade - Block of Ruby
appliedenergistics2:facade:0, Cable Facade - Block of Salt
appliedenergistics2:facade:0, Cable Facade - Block of Saltpeter
appliedenergistics2:facade:0, Cable Facade - Block of Sapphire
appliedenergistics2:facade:0, Cable Facade - Block of Scheelite
appliedenergistics2:facade:0, Cable Facade - Block of Silicon Dioxide
appliedenergistics2:facade:0, Cable Facade - Block of Chrome
appliedenergistics2:facade:0, Cable Facade - Block of Cobalt
appliedenergistics2:facade:0, Cable Facade - Block of Copper
appliedenergistics2:facade:0, Cable Facade - Block of Dysprosium
appliedenergistics2:facade:0, Cable Facade - Block of Erbium
appliedenergistics2:facade:0, Cable Facade - Block of Europium
appliedenergistics2:facade:0, Cable Facade - Block of Gadolinium
appliedenergistics2:facade:0, Cable Facade - Block of Gallium
appliedenergistics2:facade:0, Cable Facade - Block of Holmium
appliedenergistics2:facade:0, Cable Facade - Block of Indium
appliedenergistics2:facade:0, Cable Facade - Block of Basalt
appliedenergistics2:facade:0, Cable Facade - Block of Andesite
appliedenergistics2:facade:0, Cable Facade - Block of Diorite
appliedenergistics2:facade:0, Cable Facade - Block of Red Garnet
appliedenergistics2:facade:0, Cable Facade - Block of Yellow Garnet
appliedenergistics2:facade:0, Cable Facade - Block of Sugar
appliedenergistics2:facade:0, Cable Facade - Block of Vinteum
appliedenergistics2:facade:0, Cable Facade - Block of Redrock
appliedenergistics2:facade:0, Cable Facade - Block of Potassium Feldspar
appliedenergistics2:facade:0, Cable Facade - Block of Biotite
appliedenergistics2:facade:0, Cable Facade - Block of Black Granite
appliedenergistics2:facade:0, Cable Facade - Block of Chrysotile
appliedenergistics2:facade:0, Cable Facade - Block of Realgar
appliedenergistics2:facade:0, Cable Facade - Block of Vanadium Magnetite
appliedenergistics2:facade:0, Cable Facade - Block of HSS-S
appliedenergistics2:facade:0, Cable Facade - Block of Naquadah
appliedenergistics2:facade:0, Cable Facade - Block of Naquadah Alloy
appliedenergistics2:facade:0, Cable Facade - Block of Enriched Naquadah
appliedenergistics2:facade:0, Cable Facade - Block of Naquadria
appliedenergistics2:facade:0, Cable Facade - Block of Tritanium
appliedenergistics2:facade:0, Cable Facade - Block of Duranium
appliedenergistics2:facade:0, Cable Facade - Block of Borax
appliedenergistics2:facade:0, Cable Facade - Block of Fermium 258
appliedenergistics2:facade:0, Cable Facade - Block of Fermium 257
appliedenergistics2:facade:0, Cable Facade - Block of Fermium
appliedenergistics2:facade:0, Cable Facade - Block of Einsteinium 257
appliedenergistics2:facade:0, Cable Facade - Block of Einsteinium 255
appliedenergistics2:facade:0, Cable Facade - Block of Einsteinium 253
appliedenergistics2:facade:0, Cable Facade - Block of Einsteinium
appliedenergistics2:facade:0, Cable Facade - Block of Californium 257
appliedenergistics2:facade:0, Cable Facade - Block of Californium 256
appliedenergistics2:facade:0, Cable Facade - Block of Californium 253
appliedenergistics2:facade:0, Cable Facade - Block of Californium 252
appliedenergistics2:facade:0, Cable Facade - Block of Californium 251
appliedenergistics2:facade:0, Cable Facade - Block of Californium
appliedenergistics2:facade:0, Cable Facade - Block of Berkelium 251
appliedenergistics2:facade:0, Cable Facade - Block of Berkelium 249
appliedenergistics2:facade:0, Cable Facade - Block of Chromium Trioxide
appliedenergistics2:facade:0, Cable Facade - Block of Zeron 100
appliedenergistics2:facade:0, Cable Facade - Block of Lafium
appliedenergistics2:facade:0, Cable Facade - Block of Pikyonium
appliedenergistics2:facade:0, Cable Facade - Block of Inconel 792
appliedenergistics2:facade:0, Cable Facade - Block of Titan Steel
appliedenergistics2:facade:0, Cable Facade - Block of Tungsten Titanium Carbide
appliedenergistics2:facade:0, Cable Facade - Block of Black Titanium
appliedenergistics2:facade:0, Cable Facade - Block of Quantum
appliedenergistics2:facade:0, Cable Facade - Block of Ruridit
appliedenergistics2:facade:0, Cable Facade - Block of Rhodium Plated Palladium
appliedenergistics2:facade:0, Cable Facade - Block of Rhodium Filter Cake
appliedenergistics2:facade:0, Cable Facade - Block of Zinc Sulfate
appliedenergistics2:facade:0, Cable Facade - Block of Neodymium Yttrium Aluminium Garnet
appliedenergistics2:facade:0, Cable Facade - Block of Fluoroapatite
appliedenergistics2:facade:0, Cable Facade - Block of Germanium Tungsten Nitride
appliedenergistics2:facade:0, Cable Facade - Block of Ruthenium Dioxide
appliedenergistics2:facade:0, Cable Facade - Block of PEDOT
appliedenergistics2:facade:0, Cable Facade - Block of Bismuth Iridiate
appliedenergistics2:facade:0, Cable Facade - Block of Bismuth Ruthenate
appliedenergistics2:facade:0, Cable Facade - Block of Tantalum Hafnium Seaborgium Carbide
appliedenergistics2:facade:0, Cable Facade - Block of Lead Zirconate Titanate
appliedenergistics2:facade:0, Cable Facade - Block of Barium Titanate
appliedenergistics2:facade:0, Cable Facade - Block of Woods Glass
appliedenergistics2:facade:0, Cable Facade - Block of Thoria Doped Tungsten
appliedenergistics2:facade:0, Cable Facade - Block of Polyurethane
appliedenergistics2:facade:0, Cable Facade - Block of Pyrochlore
appliedenergistics2:facade:0, Cable Facade - Block of Columbite
appliedenergistics2:facade:0, Cable Facade - Block of Fluorite
appliedenergistics2:facade:0, Cable Facade - Block of Strontium
appliedenergistics2:facade:0, Cable Facade - Block of Sulfur
appliedenergistics2:facade:0, Cable Facade - Block of Tantalum
appliedenergistics2:facade:0, Cable Facade - Block of Tellurium
appliedenergistics2:facade:0, Cable Facade - Block of Terbium
appliedenergistics2:facade:0, Cable Facade - Block of Thorium
appliedenergistics2:facade:0, Cable Facade - Block of Thulium
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Block of Titanium
appliedenergistics2:facade:0, Cable Facade - Block of Tungsten
appliedenergistics2:facade:0, Cable Facade - Block of Uranium 238
appliedenergistics2:facade:0, Cable Facade - Block of Uranium 235
appliedenergistics2:facade:0, Cable Facade - Block of Vanadium
appliedenergistics2:facade:0, Cable Facade - Block of Yttrium
appliedenergistics2:facade:0, Cable Facade - Block of Zinc
appliedenergistics2:facade:0, Cable Facade - Block of Sand
appliedenergistics2:facade:0, Cable Facade - Block of Alumino Silicate Wool
appliedenergistics2:facade:0, Cable Facade - Block of Mica Based Pulp
appliedenergistics2:facade:0, Cable Facade - Block of Enderium
appliedenergistics2:facade:0, Cable Facade - Block of ZPM Superconductor
appliedenergistics2:facade:0, Cable Facade - Block of Polyvinyl Chloride
appliedenergistics2:facade:0, Cable Facade - Block of LuV Superconductor
appliedenergistics2:facade:0, Cable Facade - Block of IV Superconductor
appliedenergistics2:facade:0, Cable Facade - Block of EV Superconductor
appliedenergistics2:facade:0, Cable Facade - Block of HV Superconductor
appliedenergistics2:facade:0, Cable Facade - Block of MV Superconductor
appliedenergistics2:facade:0, Cable Facade - Block of ZPM Superconductor Base
appliedenergistics2:facade:0, Cable Facade - Block of LuV Superconductor Base
appliedenergistics2:facade:0, Cable Facade - Block of IV Superconductor Base
appliedenergistics2:facade:0, Cable Facade - Block of EV Superconductor Base
appliedenergistics2:facade:0, Cable Facade - Block of HV Superconductor Base
appliedenergistics2:facade:0, Cable Facade - Block of MV Superconductor Base
appliedenergistics2:facade:0, Cable Facade - Block of Magnetic Samarium
appliedenergistics2:facade:0, Cable Facade - Block of Talonite
appliedenergistics2:facade:0, Cable Facade - Block of Stellite
appliedenergistics2:facade:0, Cable Facade - Block of Tumbaga
appliedenergistics2:facade:0, Cable Facade - Block of Hastelloy N
appliedenergistics2:facade:0, Cable Facade - Block of Staballoy
appliedenergistics2:facade:0, Cable Facade - Block of Potin
appliedenergistics2:facade:0, Cable Facade - Block of Maraging Steel 250
appliedenergistics2:facade:0, Cable Facade - Block of Inconel 625
appliedenergistics2:facade:0, Cable Facade - Block of Grisium
appliedenergistics2:facade:0, Cable Facade - Block of Fluorinated Ethylene Propylene (FEP)
appliedenergistics2:facade:0, Cable Facade - Block of Eglin Steel
appliedenergistics2:facade:0, Cable Facade - Block of Eglin Steel Base
appliedenergistics2:facade:0, Cable Facade - Block of Berkelium 247
appliedenergistics2:facade:0, Cable Facade - Block of Berkelium
appliedenergistics2:facade:0, Cable Facade - Block of Curium 251
appliedenergistics2:facade:0, Cable Facade - Block of Curium 250
appliedenergistics2:facade:0, Cable Facade - Block of Curium 247
appliedenergistics2:facade:0, Cable Facade - Block of Curium 246
appliedenergistics2:facade:0, Cable Facade - Block of Curium 245
appliedenergistics2:facade:0, Cable Facade - Block of Curium
appliedenergistics2:facade:0, Cable Facade - Block of Americium 245
appliedenergistics2:facade:0, Cable Facade - Block of Americium 243
appliedenergistics2:facade:0, Cable Facade - Block of Americium 241
appliedenergistics2:facade:0, Cable Facade - Block of Plutonium 245
appliedenergistics2:facade:0, Cable Facade - Block of Plutonium 240
appliedenergistics2:facade:0, Cable Facade - Block of Plutonium 239
appliedenergistics2:facade:0, Cable Facade - Block of Plutonium
appliedenergistics2:facade:0, Cable Facade - Block of Neptunium 239
appliedenergistics2:facade:0, Cable Facade - Block of Iridium
appliedenergistics2:facade:0, Cable Facade - Block of Lanthanum
appliedenergistics2:facade:0, Cable Facade - Block of Lead
appliedenergistics2:facade:0, Cable Facade - Block of Lithium
appliedenergistics2:facade:0, Cable Facade - Block of Lutetium
appliedenergistics2:facade:0, Cable Facade - Block of Magnesium
appliedenergistics2:facade:0, Cable Facade - Block of Manganese
appliedenergistics2:facade:0, Cable Facade - Block of Molybdenum
appliedenergistics2:facade:0, Cable Facade - Block of Neodymium
appliedenergistics2:facade:0, Cable Facade - Block of Darmstadtium
appliedenergistics2:facade:0, Cable Facade - Block of Nickel
appliedenergistics2:facade:0, Cable Facade - Block of Niobium
appliedenergistics2:facade:0, Cable Facade - Block of Osmium
appliedenergistics2:facade:0, Cable Facade - Block of Calcium Tungstate
appliedenergistics2:facade:0, Cable Facade - Block of Organic Fertilizer
appliedenergistics2:facade:0, Cable Facade - Block of Abyssal Alloy
appliedenergistics2:facade:0, Cable Facade - Block of Astatine
appliedenergistics2:facade:0, Cable Facade - Block of Iodine
appliedenergistics2:facade:0, Cable Facade - Block of Selenium
appliedenergistics2:facade:0, Cable Facade - Block of Germanium
appliedenergistics2:facade:0, Cable Facade - Block of Thallium
appliedenergistics2:facade:0, Cable Facade - Block of Technetium
appliedenergistics2:facade:0, Cable Facade - Block of Rhenium
appliedenergistics2:facade:0, Cable Facade - Block of Hafnium
appliedenergistics2:facade:0, Cable Facade - Block of Actinium
appliedenergistics2:facade:0, Cable Facade - Block of Radium
appliedenergistics2:facade:0, Cable Facade - Block of Francium
appliedenergistics2:facade:0, Cable Facade - Block of Potassium Metabisulfite
appliedenergistics2:facade:0, Cable Facade - Block of Silver Chloride
appliedenergistics2:facade:0, Cable Facade - Block of Silver Oxide
appliedenergistics2:facade:0, Cable Facade - Block of Triniite
appliedenergistics2:facade:0, Cable Facade - Block of Copernicium
appliedenergistics2:facade:0, Cable Facade - Block of Polonium
appliedenergistics2:facade:0, Cable Facade - Block of Polybenzimidazole (PBI)
appliedenergistics2:facade:0, Cable Facade - Block of Potassium Dichromate
appliedenergistics2:facade:0, Cable Facade - Block of High Durability Compound Steel
appliedenergistics2:facade:0, Cable Facade - Block of Cinobite
appliedenergistics2:facade:0, Cable Facade - Block of UXV Superconductor
appliedenergistics2:facade:0, Cable Facade - Block of UXV Superconductor Base
appliedenergistics2:facade:0, Cable Facade - Block of UMV Superconductor
appliedenergistics2:facade:0, Cable Facade - Block of UMV Superconductor Base
appliedenergistics2:facade:0, Cable Facade - Block of UIV Superconductor
appliedenergistics2:facade:0, Cable Facade - Block of UIV Superconductor Base
appliedenergistics2:facade:0, Cable Facade - Block of Fullerene Polymer Matrix
appliedenergistics2:facade:0, Cable Facade - Block of Zylon
appliedenergistics2:facade:0, Cable Facade - Block of Polyetheretherketone (PEEK)
appliedenergistics2:facade:0, Cable Facade - Block of Hastelloy K243
appliedenergistics2:facade:0, Cable Facade - Block of Hastelloy X78
appliedenergistics2:facade:0, Cable Facade - Block of Enriched Naquadah Alloy
appliedenergistics2:facade:0, Cable Facade - Block of Incoloy 813
appliedenergistics2:facade:0, Cable Facade - Block of Bohrium
appliedenergistics2:facade:0, Cable Facade - Block of Periodicium
appliedenergistics2:facade:0, Cable Facade - Block of Quantumchromodynamically Confined Matter
appliedenergistics2:facade:0, Cable Facade - Block of Superheavy-L Alloy
appliedenergistics2:facade:0, Cable Facade - Block of Superheavy-H Alloy
appliedenergistics2:facade:0, Cable Facade - Block of Meitnerium
appliedenergistics2:facade:0, Cable Facade - Block of Roentgenium
appliedenergistics2:facade:0, Cable Facade - Block of Nihonium
appliedenergistics2:facade:0, Cable Facade - Block of Moscovium
appliedenergistics2:facade:0, Cable Facade - Block of Livermorium
appliedenergistics2:facade:0, Cable Facade - Block of Tennessine
appliedenergistics2:facade:0, Cable Facade - Block of Heavy Quark Degenerate Matter
appliedenergistics2:facade:0, Cable Facade - Block of Metastable Hassium
appliedenergistics2:facade:0, Cable Facade - Block of Indium Phosphide
appliedenergistics2:facade:0, Cable Facade - Block of Lithium Niobate
appliedenergistics2:facade:0, Cable Facade - Block of Lutetium Thulium Yttrium Vanadate
appliedenergistics2:facade:0, Cable Facade - Block of Praseodymium Holmium Yttrium Lithium Fluoride
appliedenergistics2:facade:0, Cable Facade - Block of Palladium
appliedenergistics2:facade:0, Cable Facade - Block of Phosphorus
appliedenergistics2:facade:0, Cable Facade - Block of Platinum
appliedenergistics2:facade:0, Cable Facade - Block of Plutonium 244
appliedenergistics2:facade:0, Cable Facade - Block of Plutonium 241
appliedenergistics2:facade:0, Cable Facade - Block of Potassium
appliedenergistics2:facade:0, Cable Facade - Block of Praseodymium
appliedenergistics2:facade:0, Cable Facade - Block of Promethium
appliedenergistics2:facade:0, Cable Facade - Block of Rubidium
appliedenergistics2:facade:0, Cable Facade - Block of Samarium
appliedenergistics2:facade:0, Cable Facade - Block of Scandium
appliedenergistics2:facade:0, Cable Facade - Block of Silicon
appliedenergistics2:facade:0, Cable Facade - Block of Silver
appliedenergistics2:facade:0, Cable Facade - Block of Sodium
appliedenergistics2:facade:0, Cable Facade - Block of Aluminium
appliedenergistics2:facade:0, Cable Facade - Block of Americium
appliedenergistics2:facade:0, Cable Facade - Block of Antimony
appliedenergistics2:facade:0, Cable Facade - Block of Arsenic
appliedenergistics2:facade:0, Cable Facade - Block of Barium
appliedenergistics2:facade:0, Cable Facade - Block of Beryllium
appliedenergistics2:facade:0, Cable Facade - Block of Bismuth
appliedenergistics2:facade:0, Cable Facade - Block of Boron
appliedenergistics2:facade:0, Cable Facade - Block of Caesium
appliedenergistics2:facade:0, Cable Facade - Block of Calcium
appliedenergistics2:facade:0, Cable Facade - Block of Carbon
appliedenergistics2:facade:0, Cable Facade - Block of Cadmium
appliedenergistics2:facade:0, Cable Facade - Block of Cerium
appliedenergistics2:facade:0, Cable Facade - Block of Lazurite
appliedenergistics2:facade:0, Cable Facade - Block of Magnalium
appliedenergistics2:facade:0, Cable Facade - Block of Magnesite
appliedenergistics2:facade:0, Cable Facade - Block of Magnetite
appliedenergistics2:facade:0, Cable Facade - Block of Molybdenite
appliedenergistics2:facade:0, Cable Facade - Block of Nichrome
appliedenergistics2:facade:0, Cable Facade - Block of Niobium Nitride
appliedenergistics2:facade:0, Cable Facade - Block of Niobium-Titanium
appliedenergistics2:facade:0, Cable Facade - Block of Obsidian
appliedenergistics2:facade:0, Cable Facade - Block of Phosphate
appliedenergistics2:facade:0, Cable Facade - Block of Pig Iron
appliedenergistics2:facade:0, Cable Facade - Block of Polyethylene
appliedenergistics2:facade:0, Cable Facade - Block of Epoxy Resin
appliedenergistics2:facade:0, Cable Facade - Block of Polysiloxane
appliedenergistics2:facade:0, Cable Facade - Block of Reprecipitated Platinum
appliedenergistics2:facade:0, Cable Facade - Block of Platinum Residue
appliedenergistics2:facade:0, Cable Facade - Block of Platinum Metallic Powder
appliedenergistics2:facade:0, Cable Facade - Block of Refined Platinum Salt
appliedenergistics2:facade:0, Cable Facade - Block of Platinum Salt
appliedenergistics2:facade:0, Cable Facade - Block of Zirkelite
appliedenergistics2:facade:0, Cable Facade - Block of Zirconium Carbide
appliedenergistics2:facade:0, Cable Facade - Block of Yttrium Oxide
appliedenergistics2:facade:0, Cable Facade - Block of Circuit Compound MK III
appliedenergistics2:facade:0, Cable Facade - Block of Bismuth Tellurite
appliedenergistics2:facade:0, Cable Facade - Block of Dibismuthhydroborat
appliedenergistics2:facade:0, Cable Facade - Block of Prasiolite
appliedenergistics2:facade:0, Cable Facade - Block of Cubic Zirconia
appliedenergistics2:facade:0, Cable Facade - Block of Soldering Alloy
appliedenergistics2:facade:0, Cable Facade - Block of Spessartine
appliedenergistics2:facade:0, Cable Facade - Block of Sphalerite
appliedenergistics2:facade:0, Cable Facade - Block of Stainless Steel
appliedenergistics2:facade:0, Cable Facade - Block of Steel
appliedenergistics2:facade:0, Cable Facade - Block of Stibnite
appliedenergistics2:facade:0, Cable Facade - Block of Tanzanite
appliedenergistics2:facade:0, Cable Facade - Block of Tetrahedrite
appliedenergistics2:facade:0, Cable Facade - Block of Tin Alloy
appliedenergistics2:facade:0, Cable Facade - Block of Topaz
appliedenergistics2:facade:0, Cable Facade - Block of Tungstate
appliedenergistics2:facade:0, Cable Facade - Block of Zirconium
appliedenergistics2:facade:0, Cable Facade - Block of Phthalic Anhydride
appliedenergistics2:facade:0, Cable Facade - Block of Phosphorus Pentoxide
appliedenergistics2:facade:0, Cable Facade - Block of Fiber-Reinforced Epoxy Resin
appliedenergistics2:facade:0, Cable Facade - Block of Neptunium 237
appliedenergistics2:facade:0, Cable Facade - Block of Neptunium 235
appliedenergistics2:facade:0, Cable Facade - Block of Neptunium
appliedenergistics2:facade:0, Cable Facade - Block of Uranium 239
appliedenergistics2:facade:0, Cable Facade - Block of Uranium 234
appliedenergistics2:facade:0, Cable Facade - Block of Uranium 233
appliedenergistics2:facade:0, Cable Facade - Block of Uranium
appliedenergistics2:facade:0, Cable Facade - Block of Protactinium 233
appliedenergistics2:facade:0, Cable Facade - Block of Protactinium
appliedenergistics2:facade:0, Cable Facade - Block of Thorium 233
appliedenergistics2:facade:0, Cable Facade - Block of Precious Metal
appliedenergistics2:facade:0, Cable Facade - Block of Gold Alloy
appliedenergistics2:facade:0, Cable Facade - Block of Lead Nitrate
appliedenergistics2:facade:0, Cable Facade - Block of Electrum
appliedenergistics2:facade:0, Cable Facade - Block of Galena
appliedenergistics2:facade:0, Cable Facade - Block of Garnierite
appliedenergistics2:facade:0, Cable Facade - Block of Green Sapphire
appliedenergistics2:facade:0, Cable Facade - Block of Grossular
appliedenergistics2:facade:0, Cable Facade - Block of Ilmenite
appliedenergistics2:facade:0, Cable Facade - Block of Rutile
appliedenergistics2:facade:0, Cable Facade - Block of Bauxite
appliedenergistics2:facade:0, Cable Facade - Block of Magnesium Chloride
appliedenergistics2:facade:0, Cable Facade - Block of Invar
appliedenergistics2:facade:0, Cable Facade - Block of Kanthal
appliedenergistics2:facade:0, Cable Facade - Block of Perlite
appliedenergistics2:facade:0, Cable Facade - Block of Lignite Coal
appliedenergistics2:facade:0, Cable Facade - Block of Olivine
appliedenergistics2:facade:0, Cable Facade - Block of Opal
appliedenergistics2:facade:0, Cable Facade - Block of Amethyst
appliedenergistics2:facade:0, Cable Facade - Block of Enderpearl
appliedenergistics2:facade:0, Cable Facade - Block of Endereye
appliedenergistics2:facade:0, Cable Facade - Block of Flint
appliedenergistics2:facade:0, Cable Facade - Block of Diatomite
appliedenergistics2:facade:0, Cable Facade - Block of Niter
appliedenergistics2:facade:0, Cable Facade - Block of Ultimet
appliedenergistics2:facade:0, Cable Facade - Block of Uraninite
appliedenergistics2:facade:0, Cable Facade - Block of Uvarovite
appliedenergistics2:facade:0, Cable Facade - Block of Vanadium-Gallium
appliedenergistics2:facade:0, Cable Facade - Block of Wrought Iron
appliedenergistics2:facade:0, Cable Facade - Block of Wulfenite
appliedenergistics2:facade:0, Cable Facade - Block of Yellow Limonite
appliedenergistics2:facade:0, Cable Facade - Block of Yttrium Barium Cuprate
appliedenergistics2:facade:0, Cable Facade - Block of Certus Quartz
appliedenergistics2:facade:0, Cable Facade - Block of Quartzite
appliedenergistics2:facade:0, Cable Facade - Block of Graphite
appliedenergistics2:facade:0, Cable Facade - Block of Graphene
appliedenergistics2:facade:0, Cable Facade - Block of Jasper
appliedenergistics2:facade:0, Cable Facade - Block of Osmiridium
appliedenergistics2:facade:0, Cable Facade - Block of Ytterbium
appliedenergistics2:facade:0, Cable Facade - Block of Fireclay
appliedenergistics2:facade:0, Cable Facade - Block of Coke
appliedenergistics2:facade:0, Cable Facade - Block of Tenorite
appliedenergistics2:facade:0, Cable Facade - Block of Cuprite
appliedenergistics2:facade:0, Cable Facade - Block of Bornite
appliedenergistics2:facade:0, Cable Facade - Block of Chalcocite
appliedenergistics2:facade:0, Cable Facade - Block of Enargite
appliedenergistics2:facade:0, Cable Facade - Block of Tennantite
appliedenergistics2:facade:0, Cable Facade - Block of Borosilicate Glass
appliedenergistics2:facade:0, Cable Facade - Block of Seaborgium
appliedenergistics2:facade:0, Cable Facade - Block of UEV Superconductor
appliedenergistics2:facade:0, Cable Facade - Block of UEV Superconductor Base
appliedenergistics2:facade:0, Cable Facade - Block of UHV Superconductor
appliedenergistics2:facade:0, Cable Facade - Block of UHV Superconductor Base
appliedenergistics2:facade:0, Cable Facade - Block of Reactor Steel
appliedenergistics2:facade:0, Cable Facade - Block of Dubnium
appliedenergistics2:facade:0, Cable Facade - Block of Rutherfordium
appliedenergistics2:facade:0, Cable Facade - Block of UV Superconductor
appliedenergistics2:facade:0, Cable Facade - Block of UV Superconductor Base
appliedenergistics2:facade:0, Cable Facade - Block of Naquadriatic Compound
appliedenergistics2:facade:0, Cable Facade - Block of Enriched Naquadric Compound
appliedenergistics2:facade:0, Cable Facade - Block of Naquadric Compound
appliedenergistics2:facade:0, Cable Facade - Block of Tungsten Hexachloride
appliedenergistics2:facade:0, Cable Facade - Block of Tungsten Trioxide
appliedenergistics2:facade:0, Cable Facade - Block of Tungstic Acid
appliedenergistics2:facade:0, Cable Facade - Block of Tantalite
appliedenergistics2:facade:0, Cable Facade - Block of Hydrated Coal
appliedenergistics2:facade:0, Cable Facade - Block of Apatite
appliedenergistics2:facade:0, Cable Facade - Block of Sterling Silver
appliedenergistics2:facade:0, Cable Facade - Block of Rose Gold
appliedenergistics2:facade:0, Cable Facade - Block of Black Bronze
appliedenergistics2:facade:0, Cable Facade - Block of Bismuth Bronze
appliedenergistics2:facade:0, Cable Facade - Block of Black Steel
appliedenergistics2:facade:0, Cable Facade - Block of Red Steel
appliedenergistics2:facade:0, Cable Facade - Block of Blue Steel
appliedenergistics2:facade:0, Cable Facade - Block of Damascus Steel
appliedenergistics2:facade:0, Cable Facade - Block of Tungstensteel
appliedenergistics2:facade:0, Cable Facade - Block of Red Alloy
appliedenergistics2:facade:0, Cable Facade - Block of Cobalt Brass
appliedenergistics2:facade:0, Cable Facade - Block of Tricalcium Phospate
appliedenergistics2:facade:0, Cable Facade - Block of Alunite
appliedenergistics2:facade:0, Cable Facade - Block of Dolomite
appliedenergistics2:facade:0, Cable Facade - Block of Wollastonite
appliedenergistics2:facade:0, Cable Facade - Block of Zeolite
appliedenergistics2:facade:0, Cable Facade - Block of Kyanite
appliedenergistics2:facade:0, Cable Facade - Block of Kaolinite
appliedenergistics2:facade:0, Cable Facade - Block of Talc
appliedenergistics2:facade:0, Cable Facade - Block of Soapstone
appliedenergistics2:facade:0, Cable Facade - Block of Magnetic Iron
appliedenergistics2:facade:0, Cable Facade - Block of Magnetic Steel
appliedenergistics2:facade:0, Cable Facade - Block of Magnetic Neodymium
appliedenergistics2:facade:0, Cable Facade - Block of Tungstencarbide
appliedenergistics2:facade:0, Cable Facade - Block of Vanadiumsteel
appliedenergistics2:facade:0, Cable Facade - Block of HSS-G
appliedenergistics2:facade:0, Cable Facade - Block of HSS-E
appliedenergistics2:facade:0, Cable Facade - Block of Blizz
appliedenergistics2:facade:0, Cable Facade - Block of Ferrosilite
appliedenergistics2:facade:0, Cable Facade - Block of Arsenic Trioxide
appliedenergistics2:facade:0, Cable Facade - Block of Cobalt Oxide
appliedenergistics2:facade:0, Cable Facade - Block of Zincite
appliedenergistics2:facade:0, Cable Facade - Block of Antimony Trioxide
appliedenergistics2:facade:0, Cable Facade - Block of Massicot
appliedenergistics2:facade:0, Cable Facade - Block of Celestine
appliedenergistics2:facade:0, Cable Facade - Block of Bowieite
appliedenergistics2:facade:0, Cable Facade - Block of Gallite
appliedenergistics2:facade:0, Cable Facade - Block of Arsenopyrite
appliedenergistics2:facade:0, Cable Facade - Block of Witherite
appliedenergistics2:facade:0, Cable Facade - Block of Barytocalcite
appliedenergistics2:facade:0, Cable Facade - Block of Cosmic Neutronium
appliedenergistics2:facade:0, Cable Facade - Block of Brown Limonite
appliedenergistics2:facade:0, Cable Facade - Block of Calcite
appliedenergistics2:facade:0, Cable Facade - Block of Cassiterite
appliedenergistics2:facade:0, Cable Facade - Block of Cassiterite Sand
appliedenergistics2:facade:0, Cable Facade - Block of Chalcopyrite
appliedenergistics2:facade:0, Cable Facade - Block of Charcoal
appliedenergistics2:facade:0, Cable Facade - Block of Chromite
appliedenergistics2:facade:0, Cable Facade - Block of Cinnabar
appliedenergistics2:facade:0, Cable Facade - Block of Cobaltite
appliedenergistics2:facade:0, Cable Facade - Block of Sheldonite
appliedenergistics2:facade:0, Cable Facade - Block of Cupronickel
appliedenergistics2:facade:0, Cable Facade - Block of Dark Ashes
appliedenergistics2:facade:0, Cable Facade - Block of Incoloy MA-956
appliedenergistics2:facade:0, Cable Facade - Block of HG-1223
appliedenergistics2:facade:0, Cable Facade - Block of Babbitt Alloy
appliedenergistics2:facade:0, Cable Facade - Block of Nitinol 60
appliedenergistics2:facade:0, Cable Facade - Block of Rhodium Nitrate
appliedenergistics2:facade:0, Cable Facade - Block of Sodium Nitrate
